timestamp,amplitude,frequency
1746727310.572,0.284,537.514
1746727310.578,0.284,537.508
1746727310.584,0.283,537.502
1746727310.621,0.282,537.461
1746727310.627,0.281,537.454
1746727310.667,0.280,537.408
1746727310.673,0.279,537.402
1746727310.675,0.279,537.400
1746727310.680,0.279,537.393
1746727310.686,0.279,537.387
1746727310.691,0.279,537.381
1746727310.697,0.278,537.374
1746727310.701,0.278,537.370
1746727310.707,0.278,537.363
1746727310.710,0.278,537.360
1746727310.717,0.277,537.352
1746727310.721,0.277,537.347
1746727310.727,0.277,537.340
1746727310.734,0.277,537.332
1746727310.740,0.276,537.325
1746727310.747,0.276,537.317
1746727310.755,0.276,537.308
1746727310.762,0.275,537.300
1746727310.770,0.275,537.291
1746727310.774,0.275,537.286
1746727310.781,0.275,537.278
1746727310.785,0.274,537.273
1746727310.793,0.274,537.264
1746727310.797,0.274,537.260
1746727310.804,0.274,537.251
1746727310.811,0.273,537.243
1746727310.818,0.273,537.235
1746727310.864,0.271,537.181
1746727310.929,0.268,537.104
1746727310.936,0.268,537.095
1746727310.941,0.267,537.089
1746727310.982,0.266,537.040
1746727310.989,0.265,537.032
1746727311.036,0.263,536.974
1746727311.085,0.261,536.915
1746727311.093,0.261,536.904
1746727311.097,0.261,536.899
1746727311.103,0.260,536.892
1746727311.109,0.260,536.885
1746727311.116,0.260,536.876
1746727311.120,0.260,536.871
1746727311.126,0.259,536.864
1746727311.132,0.259,536.857
1746727311.139,0.259,536.848
1746727311.142,0.259,536.843
1746727311.149,0.258,536.835
1746727311.155,0.258,536.828
1746727311.162,0.258,536.819
1746727311.166,0.258,536.813
1746727311.174,0.257,536.804
1746727311.178,0.257,536.799
1746727311.185,0.257,536.790
1746727311.190,0.257,536.784
1746727311.195,0.256,536.777
1746727311.200,0.256,536.770
1746727311.207,0.256,536.762
1746727311.213,0.255,536.754
1746727311.222,0.255,536.744
1746727311.269,0.253,536.683
1746727311.326,0.251,536.610
1746727311.383,0.248,536.536
1746727311.392,0.248,536.525
1746727311.448,0.245,536.451
1746727311.457,0.245,536.439
1746727311.462,0.245,536.432
1746727311.470,0.244,536.421
1746727311.479,0.244,536.410
1746727311.487,0.244,536.400
1746727311.495,0.243,536.389
1746727311.497,0.243,536.386
1746727311.505,0.243,536.375
1746727311.509,0.243,536.370
1746727311.519,0.242,536.356
1746727311.525,0.242,536.349
1746727311.532,0.242,536.339
1746727311.539,0.241,536.329
1746727311.545,0.241,536.322
1746727311.549,0.241,536.317
1746727311.556,0.241,536.308
1746727311.559,0.241,536.303
1746727311.566,0.240,536.293
1746727311.571,0.240,536.287
1746727311.578,0.240,536.277
1746727311.582,0.240,536.272
1746727311.589,0.239,536.263
1746727311.595,0.239,536.255
1746727311.601,0.239,536.246
1746727311.605,0.239,536.241
1746727311.611,0.238,536.233
1746727311.614,0.238,536.228
1746727311.648,0.237,536.182
1746727311.654,0.237,536.174
