timestamp,value
1747368991.438,9.977,-4.955,-1.959
1747368991.589,9.986,-4.973,-1.975
1747368991.590,9.986,-4.973,-1.976
1747368991.592,9.987,-4.973,-1.976
1747368991.593,9.987,-4.973,-1.976
1747368991.594,9.987,-4.973,-1.976
1747368991.596,9.987,-4.973,-1.976
1747368991.597,9.987,-4.974,-1.976
1747368991.599,9.987,-4.974,-1.976
1747368991.600,9.987,-4.974,-1.977
1747368991.602,9.987,-4.974,-1.977
1747368991.603,9.987,-4.974,-1.977
1747368991.604,9.987,-4.974,-1.977
1747368991.606,9.987,-4.974,-1.977
1747368991.607,9.987,-4.975,-1.977
1747368991.609,9.987,-4.975,-1.977
1747368991.610,9.987,-4.975,-1.977
1747368991.612,9.988,-4.975,-1.978
1747368991.613,9.988,-4.975,-1.978
1747368991.615,9.988,-4.975,-1.978
1747368991.616,9.988,-4.975,-1.978
1747368991.617,9.988,-4.976,-1.978
1747368991.619,9.988,-4.976,-1.978
1747368991.620,9.988,-4.976,-1.978
1747368991.622,9.988,-4.976,-1.978
1747368991.623,9.988,-4.976,-1.979
1747368991.625,9.988,-4.976,-1.979
1747368991.626,9.988,-4.977,-1.979
1747368991.628,9.988,-4.977,-1.979
1747368991.629,9.988,-4.977,-1.979
1747368991.631,9.988,-4.977,-1.979
1747368991.632,9.989,-4.977,-1.979
1747368991.634,9.989,-4.977,-1.980
1747368991.635,9.989,-4.977,-1.980
1747368991.637,9.989,-4.978,-1.980
1747368991.639,9.989,-4.978,-1.980
1747368991.640,9.989,-4.978,-1.980
1747368991.642,9.989,-4.978,-1.980
1747368991.643,9.989,-4.978,-1.980
1747368991.645,9.989,-4.978,-1.980
1747368991.646,9.989,-4.978,-1.981
1747368991.648,9.989,-4.979,-1.981
1747368991.649,9.989,-4.979,-1.981
1747368991.651,9.989,-4.979,-1.981
1747368991.653,9.989,-4.979,-1.981
1747368991.654,9.990,-4.979,-1.981
1747368991.656,9.990,-4.979,-1.981
1747368991.657,9.990,-4.979,-1.981
1747368991.659,9.990,-4.980,-1.982
1747368991.660,9.990,-4.980,-1.982
1747368991.675,9.990,-4.981,-1.983
1747368991.676,9.991,-4.981,-1.983
1747368991.678,9.991,-4.981,-1.983
1747368991.680,9.991,-4.981,-1.983
1747368991.681,9.991,-4.982,-1.983
1747368991.683,9.991,-4.982,-1.984
1747368991.684,9.991,-4.982,-1.984
1747368991.686,9.991,-4.982,-1.984
1747368991.688,9.991,-4.982,-1.984
1747368991.689,9.991,-4.982,-1.984
1747368991.691,9.991,-4.982,-1.984
1747368991.693,9.991,-4.982,-1.984
1747368991.694,9.991,-4.983,-1.984
1747368991.696,9.991,-4.983,-1.984
1747368991.698,9.991,-4.983,-1.985
1747368991.699,9.992,-4.983,-1.985
1747368991.701,9.992,-4.983,-1.985
1747368991.703,9.992,-4.983,-1.985
1747368991.704,9.992,-4.983,-1.985
1747368991.706,9.992,-4.984,-1.985
1747368991.708,9.992,-4.984,-1.985
1747368991.710,9.992,-4.984,-1.985
1747368991.711,9.992,-4.984,-1.986
1747368991.713,9.992,-4.984,-1.986
1747368991.715,9.992,-4.984,-1.986
1747368991.716,9.992,-4.984,-1.986
1747368991.718,9.992,-4.985,-1.986
1747368991.720,9.992,-4.985,-1.986
1747368991.722,9.992,-4.985,-1.986
1747368991.723,9.992,-4.985,-1.986
1747368991.725,9.993,-4.985,-1.987
1747368991.727,9.993,-4.985,-1.987
1747368991.729,9.993,-4.985,-1.987
1747368991.730,9.993,-4.986,-1.987
1747368991.732,9.993,-4.986,-1.987
1747368991.734,9.993,-4.986,-1.987
1747368991.736,9.993,-4.986,-1.987
1747368991.737,9.993,-4.986,-1.987
1747368991.739,9.993,-4.986,-1.988
1747368991.741,9.993,-4.986,-1.988
1747368991.742,9.993,-4.986,-1.988
1747368991.744,9.993,-4.987,-1.988
1747368991.746,9.993,-4.987,-1.988
1747368991.747,9.993,-4.987,-1.988
1747368991.749,9.993,-4.987,-1.988
1747368991.751,9.994,-4.987,-1.988
1747368991.752,9.994,-4.987,-1.988
1747368991.754,9.994,-4.987,-1.989
1747368991.756,9.994,-4.987,-1.989
1747368991.757,9.994,-4.987,-1.989
1747368991.766,9.994,-4.988,-1.989
1747368991.767,9.994,-4.988,-1.989
1747368991.769,9.994,-4.988,-1.989
1747368991.771,9.994,-4.988,-1.990
1747368991.772,9.994,-4.989,-1.990
1747368991.774,9.994,-4.989,-1.990
1747368991.776,9.994,-4.989,-1.990
1747368991.777,9.994,-4.989,-1.990
1747368991.779,9.994,-4.989,-1.990
1747368991.781,9.995,-4.989,-1.990
1747368991.782,9.995,-4.989,-1.990
1747368991.784,9.995,-4.989,-1.990
1747368991.785,9.995,-4.989,-1.990
1747368991.787,9.995,-4.989,-1.991
1747368991.789,9.995,-4.990,-1.991
1747368991.791,9.995,-4.990,-1.991
1747368991.793,9.995,-4.990,-1.991
1747368991.796,9.995,-4.990,-1.991
1747368991.798,9.995,-4.990,-1.991
1747368991.799,9.995,-4.990,-1.991
1747368991.801,9.995,-4.990,-1.991
1747368991.803,9.995,-4.991,-1.991
1747368991.805,9.995,-4.991,-1.992
1747368991.807,9.995,-4.991,-1.992
1747368991.809,9.995,-4.991,-1.992
1747368991.811,9.995,-4.991,-1.992
1747368991.813,9.996,-4.991,-1.992
1747368991.815,9.996,-4.991,-1.992
1747368991.817,9.996,-4.991,-1.992
1747368991.819,9.996,-4.991,-1.992
1747368991.821,9.996,-4.992,-1.992
1747368991.823,9.996,-4.992,-1.993
1747368991.825,9.996,-4.992,-1.993
1747368991.826,9.996,-4.992,-1.993
1747368991.828,9.996,-4.992,-1.993
1747368991.830,9.996,-4.992,-1.993
1747368991.832,9.996,-4.992,-1.993
1747368991.834,9.996,-4.992,-1.993
1747368991.836,9.996,-4.992,-1.993
1747368991.838,9.996,-4.993,-1.993
1747368991.840,9.996,-4.993,-1.993
1747368991.842,9.996,-4.993,-1.993
1747368991.844,9.996,-4.993,-1.994
1747368991.846,9.996,-4.993,-1.994
1747368991.848,9.997,-4.993,-1.994
1747368991.850,9.997,-4.993,-1.994
1747368991.852,9.997,-4.993,-1.994
1747368991.854,9.997,-4.993,-1.994
1747368991.856,9.997,-4.994,-1.994
1747368991.858,9.997,-4.994,-1.994
1747368991.869,9.997,-4.994,-1.995
1747368991.871,9.997,-4.994,-1.995
1747368991.873,9.997,-4.994,-1.995
1747368991.875,9.997,-4.994,-1.995
1747368991.877,9.997,-4.995,-1.995
1747368991.879,9.997,-4.995,-1.995
1747368991.881,9.997,-4.995,-1.995
1747368991.883,9.997,-4.995,-1.995
1747368991.885,9.997,-4.995,-1.995
1747368991.887,9.997,-4.995,-1.995
1747368991.889,9.998,-4.995,-1.996
1747368991.891,9.998,-4.995,-1.996
1747368991.893,9.998,-4.995,-1.996
1747368991.895,9.998,-4.995,-1.996
1747368991.897,9.998,-4.995,-1.996
1747368991.899,9.998,-4.995,-1.996
1747368991.901,9.998,-4.996,-1.996
1747368991.903,9.998,-4.996,-1.996
1747368991.905,9.998,-4.996,-1.996
1747368991.907,9.998,-4.996,-1.996
1747368991.909,9.998,-4.996,-1.996
1747368991.911,9.998,-4.996,-1.996
1747368991.913,9.998,-4.996,-1.996
1747368991.916,9.998,-4.996,-1.997
1747368991.918,9.998,-4.996,-1.997
1747368991.920,9.998,-4.996,-1.997
1747368991.922,9.998,-4.996,-1.997
1747368991.924,9.998,-4.996,-1.997
1747368991.926,9.998,-4.997,-1.997
1747368991.928,9.998,-4.997,-1.997
1747368991.931,9.998,-4.997,-1.997
1747368991.933,9.998,-4.997,-1.997
1747368991.935,9.998,-4.997,-1.997
1747368991.937,9.998,-4.997,-1.997
1747368991.940,9.999,-4.997,-1.997
1747368991.942,9.999,-4.997,-1.997
1747368991.944,9.999,-4.997,-1.997
1747368991.946,9.999,-4.997,-1.998
1747368991.949,9.999,-4.997,-1.998
1747368991.951,9.999,-4.997,-1.998
1747368991.953,9.999,-4.997,-1.998
1747368991.955,9.999,-4.998,-1.998
1747368991.958,9.999,-4.998,-1.998
