timestamp,amplitude,frequency
1746733526.434,0.501,340.000
1746733526.441,0.501,340.000
1746733526.448,0.500,340.000
1746733526.452,0.500,340.000
1746733526.459,0.500,340.000
1746733526.464,0.500,340.000
1746733526.471,0.499,340.000
1746733526.475,0.499,340.000
1746733526.485,0.499,340.000
1746733526.494,0.498,340.000
1746733526.548,0.495,340.001
1746733526.585,0.494,340.002
1746733526.591,0.493,340.002
1746733526.597,0.493,340.002
1746733526.630,0.491,340.004
1746733526.664,0.490,340.005
1746733526.697,0.488,340.007
1746733526.703,0.488,340.008
1746733526.706,0.488,340.008
1746733526.712,0.487,340.008
1746733526.717,0.487,340.008
1746733526.722,0.487,340.009
1746733526.729,0.486,340.009
1746733526.734,0.486,340.010
1746733526.740,0.486,340.010
1746733526.743,0.486,340.010
1746733526.748,0.485,340.011
1746733526.754,0.485,340.011
1746733526.760,0.485,340.011
1746733526.766,0.485,340.012
1746733526.773,0.484,340.012
1746733526.776,0.484,340.013
1746733526.783,0.484,340.013
1746733526.788,0.483,340.014
1746733526.794,0.483,340.014
1746733526.799,0.483,340.015
1746733526.802,0.483,340.015
1746733526.808,0.482,340.015
1746733526.812,0.482,340.016
1746733526.817,0.482,340.016
1746733526.822,0.482,340.017
1746733526.827,0.481,340.017
1746733526.833,0.481,340.018
1746733526.839,0.481,340.018
1746733526.845,0.481,340.019
1746733526.848,0.480,340.019
1746733526.854,0.480,340.020
1746733526.857,0.480,340.020
1746733526.863,0.480,340.021
1746733526.869,0.479,340.021
1746733526.905,0.478,340.025
1746733526.941,0.476,340.029
1746733526.948,0.475,340.030
1746733526.957,0.475,340.031
1746733526.960,0.475,340.032
1746733526.965,0.475,340.032
1746733526.972,0.474,340.033
1746733526.975,0.474,340.034
1746733526.981,0.474,340.034
1746733526.992,0.473,340.036
1746733526.999,0.473,340.037
1746733527.032,0.471,340.041
1746733527.037,0.471,340.042
1746733527.043,0.471,340.043
1746733527.050,0.470,340.044
1746733527.056,0.470,340.045
1746733527.092,0.468,340.050
1746733527.132,0.466,340.057
1746733527.140,0.466,340.058
1746733527.146,0.466,340.059
1746733527.148,0.466,340.060
1746733527.153,0.465,340.061
1746733527.159,0.465,340.062
1746733527.165,0.465,340.063
1746733527.171,0.464,340.064
1746733527.174,0.464,340.064
1746733527.180,0.464,340.065
1746733527.184,0.464,340.066
1746733527.190,0.463,340.067
1746733527.196,0.463,340.068
1746733527.202,0.463,340.069
1746733527.207,0.463,340.070
1746733527.211,0.462,340.071
1746733527.217,0.462,340.072
1746733527.221,0.462,340.073
1746733527.227,0.462,340.074
1746733527.233,0.461,340.075
1746733527.238,0.461,340.076
1746733527.244,0.461,340.077
1746733527.248,0.460,340.078
1746733527.254,0.460,340.079
1746733527.257,0.460,340.080
1746733527.263,0.460,340.081
1746733527.269,0.459,340.082
1746733527.275,0.459,340.084
1746733527.281,0.459,340.085
1746733527.284,0.459,340.085
1746733527.289,0.458,340.087
1746733527.294,0.458,340.088
1746733527.301,0.458,340.089
1746733527.306,0.458,340.090
1746733527.312,0.457,340.091
1746733527.318,0.457,340.093
1746733527.325,0.457,340.094
1746733527.329,0.456,340.095
1746733527.336,0.456,340.097
1746733527.340,0.456,340.097
1746733527.347,0.456,340.099
1746733527.350,0.455,340.100
1746733527.357,0.455,340.101
1746733527.364,0.455,340.103
1746733527.408,0.453,340.113
1746733527.506,0.448,340.137
1746733527.602,0.443,340.164
1746733527.610,0.443,340.166
1746733527.615,0.442,340.168
1746733527.621,0.442,340.169
1746733527.627,0.442,340.171
1746733527.631,0.441,340.172
1746733527.639,0.441,340.175
1746733527.647,0.441,340.177
1746733527.653,0.440,340.179
1746733527.661,0.440,340.181
1746733527.665,0.440,340.182
1746733527.672,0.439,340.184
1746733527.676,0.439,340.186
1746733527.683,0.439,340.188
1746733527.687,0.439,340.189
1746733527.695,0.438,340.192
1746733527.699,0.438,340.193
1746733527.707,0.438,340.195
1746733527.711,0.437,340.197
1746733527.718,0.437,340.199
1746733527.723,0.437,340.200
1746733527.730,0.437,340.203
1746733527.735,0.436,340.204
1746733527.742,0.436,340.206
1746733527.746,0.436,340.208
1746733527.753,0.435,340.210
1746733527.796,0.433,340.224
1746733527.892,0.429,340.257
1746733527.938,0.426,340.274
1746733527.946,0.426,340.277
1746733527.954,0.425,340.280
1746733527.995,0.423,340.296
1746733528.003,0.423,340.298
1746733528.006,0.423,340.300
1746733528.013,0.423,340.302
1746733528.018,0.422,340.305
1746733528.026,0.422,340.307
1746733528.033,0.422,340.310
1746733528.041,0.421,340.313
1746733528.047,0.421,340.316
1746733528.053,0.421,340.318
1746733528.059,0.420,340.321
1746733528.066,0.420,340.323
1746733528.072,0.420,340.326
1746733528.078,0.419,340.328
1746733528.081,0.419,340.329
1746733528.087,0.419,340.332
1746733528.094,0.419,340.335
1746733528.100,0.418,340.337
1746733528.104,0.418,340.339
1746733528.111,0.418,340.342
1746733528.114,0.418,340.343
1746733528.121,0.417,340.346
1746733528.126,0.417,340.348
1746733528.171,0.415,340.367
1746733528.208,0.413,340.383
1746733528.213,0.413,340.385
1746733528.219,0.412,340.388
1746733528.223,0.412,340.390
1746733528.229,0.412,340.392
1746733528.233,0.412,340.394
1746733528.238,0.411,340.396
1746733528.243,0.411,340.398
1746733528.246,0.411,340.400
1746733528.252,0.411,340.402
1746733528.285,0.409,340.418
1746733528.317,0.408,340.432
1746733528.350,0.406,340.447
1746733528.355,0.406,340.450
1746733528.360,0.405,340.452
1746733528.366,0.405,340.455
1746733528.372,0.405,340.458
1746733528.378,0.405,340.461
1746733528.385,0.404,340.464
1746733528.391,0.404,340.467
1746733528.397,0.404,340.470
1746733528.404,0.403,340.473
1746733528.410,0.403,340.477
1746733528.417,0.403,340.480
1746733528.424,0.402,340.483
1746733528.431,0.402,340.487
1746733528.438,0.402,340.490
1746733528.444,0.401,340.493
1746733528.452,0.401,340.497
1746733528.458,0.401,340.500
1746733528.465,0.400,340.504
1746733528.471,0.400,340.507
1746733528.479,0.400,340.511
1746733528.486,0.399,340.514
1746733528.493,0.399,340.518
1746733528.500,0.399,340.521
1746733528.503,0.398,340.523
1746733528.510,0.398,340.526
1746733528.515,0.398,340.529
1746733528.521,0.398,340.532
1746733528.525,0.397,340.534
1746733528.534,0.397,340.539
1746733528.538,0.397,340.541
1746733528.546,0.396,340.545
1746733528.551,0.396,340.548
1746733528.561,0.396,340.552
1746733528.572,0.395,340.558
1746733528.578,0.395,340.561
1746733528.636,0.392,340.593
1746733528.673,0.390,340.613
1746733528.709,0.388,340.633
1746733528.716,0.388,340.637
1746733528.723,0.388,340.641
1746733528.726,0.388,340.643
1746733528.734,0.387,340.647
1746733528.780,0.385,340.674
1746733528.843,0.382,340.711
1746733528.852,0.381,340.716
1746733528.861,0.381,340.721
1746733528.869,0.381,340.726
1746733528.876,0.380,340.730
1746733528.883,0.380,340.735
1746733528.887,0.380,340.737
1746733528.895,0.379,340.742
1746733528.902,0.379,340.746
1746733528.909,0.379,340.751
1746733528.915,0.378,340.754
1746733528.923,0.378,340.759
1746733528.931,0.378,340.764
1746733528.939,0.377,340.769
1746733528.947,0.377,340.774
1746733528.952,0.377,340.777
1746733528.959,0.376,340.782
1746733528.967,0.376,340.787
1746733528.973,0.376,340.790
1746733528.982,0.375,340.796
1746733528.986,0.375,340.798
1746733528.994,0.375,340.804
1746733528.999,0.374,340.807
1746733529.008,0.374,340.812
1746733529.011,0.374,340.814
1746733529.018,0.373,340.819
1746733529.022,0.373,340.821
1746733529.030,0.373,340.826
1746733529.087,0.370,340.863
1746733529.402,0.355,341.082
1746733529.510,0.350,341.162
1746733529.584,0.346,341.220
1746733529.620,0.344,341.248
1746733529.661,0.343,341.281
1746733529.668,0.342,341.286
1746733529.673,0.342,341.290
1746733529.681,0.342,341.296
1746733529.684,0.341,341.299
1746733529.691,0.341,341.304
1746733529.695,0.341,341.308
1746733529.703,0.341,341.314
1746733529.707,0.340,341.317
1746733529.714,0.340,341.323
1746733529.719,0.340,341.327
1746733529.731,0.339,341.336
1746733529.734,0.339,341.339
1746733529.741,0.339,341.345
1746733529.749,0.338,341.351
1746733529.755,0.338,341.356
1746733529.762,0.338,341.362
1746733529.768,0.337,341.367
1746733529.777,0.337,341.374
1746733529.783,0.337,341.379
1746733529.791,0.336,341.386
1746733529.839,0.334,341.426
1746733529.846,0.334,341.432
1746733529.850,0.334,341.436
1746733529.856,0.333,341.441
1746733529.862,0.333,341.446
1746733529.868,0.333,341.451
1746733529.885,0.332,341.465
1746733529.889,0.332,341.469
1746733529.895,0.331,341.474
1746733529.903,0.331,341.480
1746733529.912,0.331,341.488
1746733529.964,0.328,341.533
1746733530.026,0.325,341.588
1746733530.171,0.319,341.719
1746733530.177,0.318,341.724
1746733530.183,0.318,341.730
1746733530.187,0.318,341.734
1746733530.193,0.318,341.739
1746733530.200,0.317,341.746
1746733530.234,0.316,341.778
1746733530.241,0.315,341.784
1746733530.248,0.315,341.791
1746733530.255,0.315,341.797
1746733530.263,0.314,341.805
1746733530.269,0.314,341.811
1746733530.275,0.314,341.817
1746733530.281,0.313,341.822
1746733530.287,0.313,341.828
1746733530.289,0.313,341.830
1746733530.295,0.313,341.835
1746733530.300,0.313,341.840
1746733530.303,0.312,341.843
1746733530.309,0.312,341.848
1746733530.312,0.312,341.852
1746733530.345,0.310,341.883
1746733530.351,0.310,341.889
1746733530.357,0.310,341.895
1746733530.361,0.310,341.899
1746733530.369,0.309,341.907
1746733530.408,0.308,341.944
1746733530.451,0.306,341.987
1746733530.458,0.305,341.994
1746733530.464,0.305,342.000
1746733530.470,0.305,342.006
1746733530.476,0.304,342.012
1746733530.484,0.304,342.020
1746733530.489,0.304,342.025
1746733530.498,0.303,342.034
1746733530.504,0.303,342.040
1746733530.511,0.303,342.047
1746733530.518,0.302,342.054
1746733530.571,0.300,342.108
1746733530.578,0.300,342.116
1746733530.587,0.299,342.124
1746733530.594,0.299,342.131
1746733530.599,0.299,342.137
1746733530.607,0.298,342.145
1746733530.612,0.298,342.150
1746733530.622,0.298,342.160
1746733530.630,0.297,342.169
1746733530.636,0.297,342.175
1746733530.645,0.297,342.185
1746733530.703,0.294,342.245
1746733530.760,0.291,342.306
1746733530.821,0.289,342.371
1746733530.880,0.286,342.436
1746733530.945,0.283,342.507
1746733530.956,0.283,342.519
1746733530.963,0.282,342.527
1746733530.968,0.282,342.533
1746733530.972,0.282,342.537
1746733530.979,0.282,342.545
1746733530.982,0.281,342.549
1746733530.989,0.281,342.556
1746733530.994,0.281,342.562
1746733531.002,0.281,342.571
1746733531.010,0.280,342.579
1746733531.018,0.280,342.589
1746733531.022,0.280,342.593
1746733531.032,0.279,342.604
1746733531.035,0.279,342.609
1746733531.045,0.279,342.620
1746733531.057,0.278,342.633
1746733531.127,0.275,342.713
1746733531.211,0.271,342.811
1746733531.273,0.268,342.885
1746733531.323,0.266,342.945
1746733531.374,0.264,343.006
1746733531.381,0.264,343.015
1746733531.390,0.263,343.026
1746733531.395,0.263,343.032
1746733531.403,0.263,343.042
1746733531.415,0.262,343.057
1746733531.422,0.262,343.066
1746733531.429,0.262,343.074
1746733531.436,0.261,343.083
1746733531.442,0.261,343.090
1746733531.459,0.260,343.111
1746733531.537,0.257,343.209
1746733531.600,0.254,343.288
1746733531.607,0.254,343.297
1746733531.610,0.254,343.301
1746733531.617,0.253,343.310
1746733531.621,0.253,343.315
1746733531.628,0.253,343.324
1746733531.634,0.253,343.331
1746733531.640,0.252,343.339
1746733531.645,0.252,343.345
1746733531.652,0.252,343.355
1746733531.657,0.252,343.361
1746733531.664,0.251,343.370
1746733531.669,0.251,343.376
1746733531.676,0.251,343.386
1746733531.721,0.249,343.444
1746733531.766,0.247,343.502
1746733531.819,0.245,343.572
1746733531.826,0.244,343.582
1746733531.834,0.244,343.592
1746733531.839,0.244,343.598
1746733531.847,0.243,343.609
1746733531.855,0.243,343.619
1746733531.861,0.243,343.628
1746733531.867,0.242,343.637
1746733531.871,0.242,343.642
1746733531.886,0.242,343.661
1746733531.894,0.241,343.673
1746733531.902,0.241,343.683
1746733531.910,0.241,343.694
1746733531.961,0.239,343.762
1746733532.008,0.236,343.827
1746733532.016,0.236,343.837
1746733532.019,0.236,343.842
1746733532.027,0.236,343.853
1746733532.031,0.236,343.858
1746733532.039,0.235,343.869
1746733532.044,0.235,343.876
1746733532.051,0.235,343.885
1746733532.061,0.234,343.900
1746733532.147,0.231,344.019
1746733532.224,0.227,344.129
1746733532.231,0.227,344.139
1746733532.239,0.227,344.150
1746733532.242,0.227,344.154
1746733532.249,0.226,344.163
1746733532.253,0.226,344.170
1746733532.262,0.226,344.183
1746733532.268,0.226,344.191
1746733532.277,0.225,344.204
1746733532.284,0.225,344.215
1746733532.290,0.225,344.223
1746733532.299,0.224,344.235
1746733532.303,0.224,344.241
1746733532.314,0.224,344.257
1746733532.363,0.222,344.329
1746733532.421,0.219,344.413
1746733532.464,0.217,344.477
1746733532.472,0.217,344.489
1746733532.480,0.217,344.499
1746733532.485,0.217,344.508
1746733532.492,0.216,344.518
1746733532.497,0.216,344.526
1746733532.504,0.216,344.536
1746733532.510,0.216,344.544
1746733532.556,0.214,344.613
1746733532.608,0.211,344.693
1746733532.615,0.211,344.703
1746733532.618,0.211,344.707
1746733532.625,0.211,344.717
1746733532.629,0.211,344.724
1746733532.636,0.210,344.734
1746733532.642,0.210,344.743
1746733532.648,0.210,344.753
1746733532.653,0.210,344.760
1746733532.659,0.209,344.770
1746733532.664,0.209,344.777
1746733532.671,0.209,344.787
1746733532.675,0.209,344.793
1746733532.682,0.208,344.804
1746733532.686,0.208,344.811
1746733532.692,0.208,344.821
1746733532.698,0.208,344.829
1746733532.705,0.208,344.840
1746733532.711,0.207,344.850
1746733532.720,0.207,344.862
1746733532.763,0.205,344.930
1746733532.774,0.205,344.946
1746733532.778,0.205,344.953
1746733532.786,0.204,344.965
1746733532.834,0.202,345.040
1746733532.883,0.200,345.117
1746733532.891,0.200,345.130
1746733532.896,0.200,345.138
1746733532.905,0.199,345.152
1746733532.909,0.199,345.158
1746733532.917,0.199,345.171
1746733532.962,0.197,345.242
1746733533.031,0.194,345.354
1746733533.040,0.194,345.368
1746733533.045,0.194,345.376
1746733533.052,0.194,345.388
1746733533.057,0.193,345.396
1746733533.065,0.193,345.409
1746733533.068,0.193,345.414
1746733533.077,0.193,345.428
1746733533.081,0.193,345.434
1746733533.089,0.192,345.448
1746733533.095,0.192,345.457
1746733533.104,0.192,345.473
1746733533.114,0.191,345.488
1746733533.118,0.191,345.495
1746733533.126,0.191,345.508
1746733533.129,0.191,345.513
1746733533.137,0.190,345.526
1746733533.146,0.190,345.541
1746733533.152,0.190,345.550
1746733533.159,0.189,345.562
1746733533.163,0.189,345.568
1746733533.169,0.189,345.579
1746733533.175,0.189,345.588
1746733533.181,0.189,345.598
1746733533.186,0.188,345.607
1746733533.192,0.188,345.617
1746733533.226,0.187,345.672
1746733533.232,0.187,345.683
1746733533.234,0.186,345.686
1746733533.240,0.186,345.696
1746733533.245,0.186,345.703
1746733533.297,0.184,345.792
1746733533.343,0.182,345.869
1746733533.351,0.182,345.882
1746733533.357,0.182,345.892
1746733533.366,0.181,345.907
1746733533.374,0.181,345.921
1746733533.382,0.181,345.934
1746733533.390,0.180,345.948
1746733533.399,0.180,345.963
1746733533.454,0.178,346.058
1746733533.464,0.178,346.074
1746733533.471,0.177,346.086
1746733533.479,0.177,346.099
1746733533.485,0.177,346.110
1746733533.493,0.177,346.124
1746733533.499,0.176,346.134
1746733533.507,0.176,346.149
1746733533.517,0.176,346.165
1746733533.522,0.175,346.174
1746733533.530,0.175,346.189
1746733533.534,0.175,346.195
1746733533.542,0.175,346.209
1746733533.549,0.174,346.222
1746733533.603,0.172,346.315
1746733533.710,0.168,346.503
1746733533.770,0.166,346.611
1746733533.780,0.166,346.628
1746733533.787,0.165,346.641
1746733533.796,0.165,346.657
1746733533.809,0.165,346.680
1746733533.865,0.163,346.782
1746733533.921,0.160,346.884
1746733533.930,0.160,346.899
1746733533.936,0.160,346.910
1746733533.946,0.160,346.928
1746733533.955,0.159,346.944
1746733533.962,0.159,346.959
1746733533.971,0.159,346.975
1746733533.980,0.158,346.992
1746733533.985,0.158,347.000
1746733533.993,0.158,347.014
1746733533.998,0.158,347.024
1746733534.006,0.157,347.039
1746733534.010,0.157,347.046
1746733534.019,0.157,347.063
1746733534.078,0.155,347.173
1746733534.089,0.154,347.193
1746733534.098,0.154,347.210
1746733534.161,0.152,347.327
1746733534.214,0.150,347.428
1746733534.292,0.147,347.576
1746733534.300,0.147,347.591
1746733534.303,0.147,347.596
1746733534.310,0.146,347.610
1746733534.316,0.146,347.622
1746733534.324,0.146,347.636
1746733534.327,0.146,347.642
1746733534.335,0.146,347.659
1746733534.345,0.145,347.677
1746733534.351,0.145,347.689
1746733534.359,0.145,347.703
1746733534.363,0.145,347.712
1746733534.371,0.144,347.727
1746733534.375,0.144,347.735
1746733534.383,0.144,347.749
1746733534.386,0.144,347.755
1746733534.393,0.144,347.770
1746733534.401,0.143,347.785
1746733534.410,0.143,347.802
1746733534.419,0.143,347.819
1746733534.427,0.142,347.834
1746733534.484,0.140,347.947
1746733534.542,0.138,348.059
1746733534.557,0.138,348.090
1746733534.623,0.136,348.221
1746733534.729,0.132,348.432
1746733534.739,0.132,348.452
1746733534.748,0.131,348.469
1746733534.757,0.131,348.488
1746733534.766,0.131,348.505
1746733534.771,0.131,348.516
1746733534.780,0.130,348.534
1746733534.782,0.130,348.539
1746733534.791,0.130,348.557
1746733534.795,0.130,348.565
1746733534.805,0.129,348.584
1746733534.821,0.129,348.617
1746733534.829,0.129,348.634
